id,ts,question,city,signal,token_id,price,size,spend,ev,ev_dollar,kelly,our_prob,mkt_price,sigma,mode,clob_spread,clob_edge_at_fill,resolved,resolution_price,pnl,won,resolved_at,meta
246,2026-04-06T21:01:12.229028+00:00,EXIT: Singapore | OBS_PASSED: obs=82.4F > bin_hi=1F and cooling,Singapore,EXIT_SELL_ALL,11841277031021464686294703582028398934364284327504601037643812748216204224154,0.001,15.0,0.015,0.0,0.0,0.0,0.0,0.1,,PAPER,,,,,,,,{}
247,2026-04-06T21:01:12.229874+00:00,EXIT: Buenos Aires | OBS_PASSED: obs=64.4F > bin_hi=1F and cooling,Buenos Aires,EXIT_SELL_ALL,9239779384335562509676214917528992660967562459979038004780382250042665797672,0.002,13.32,0.02664,0.0,0.0,0.0,0.0,0.2,,PAPER,,,,,,,,{}
248,2026-04-06T21:01:12.230329+00:00,EXIT: Seattle | OBS_PASSED: obs=69.1F > bin_hi=1F and cooling,Seattle,EXIT_SELL_ALL,91712929676267889599016334529691716571515117227310961143615231097132589444519,0.2,12.0,2.4000000000000004,0.0,0.0,0.0,0.0,20.0,,PAPER,,,,,,,,{}
249,2026-04-06T22:03:12.604141+00:00,Will the highest temperature in Ankara be 9°C on April 8?,Ankara,BUY YES,98222737270660024123162809824915834872952463152635922636991714613330520697253,0.34,11.0,3.74,18.7,59.4,27.3,50.2,31.5,,PAPER,15.9,46.6,,,,,,"{""data_quality"": ""good"", ""edge_pp"": 18.7, ""spread_pct"": 15.9, ""depth_usd_side"": 13.83, ""price_cents"": 34.0, ""station_confidence"": 2.0, ""obs_age_minutes"": null, ""bias_correction_f"": 0.0, ""bias_confidence"": ""none"", ""sigma_floor_used"": 1.0, ""ev_addon_used"": 2.0, ""min_ev_base_pp"": 5.0, ""min_ev_final_pp"": 7.0, ""size_mult_used"": 0.5, ""station_rmse"": 1.46, ""station_n"": 0, ""penalty_cap_hit"": false, ""station_drifting"": false, ""drift_shift_f"": 0.0, ""ev_addon_reasons"": [""LOW_N""], ""depth_cap_applied"": true, ""depth_cap_value_usd"": 3.46, ""spend_pre_cap"": 5.25, ""meta_proof_bypass"": false}"
250,2026-04-06T22:33:54.839353+00:00,Will the highest temperature in Ankara be 10°C on April 8?,Ankara,BUY YES,58523913599567429574881688691702958966739039657086162418000141934161946207963,0.28,4.0,1.12,8.9,33.6,12.1,35.4,26.5,,PAPER,3.8,26.1,,,,,,"{""data_quality"": ""good"", ""edge_pp"": 8.9, ""spread_pct"": 3.8, ""depth_usd_side"": 1.35, ""price_cents"": 28.0, ""station_confidence"": 2.0, ""obs_age_minutes"": null, ""bias_correction_f"": 0.0, ""bias_confidence"": ""none"", ""sigma_floor_used"": 1.0, ""ev_addon_used"": 2.0, ""min_ev_base_pp"": 5.0, ""min_ev_final_pp"": 7.0, ""size_mult_used"": 0.5, ""station_rmse"": 1.46, ""station_n"": 0, ""penalty_cap_hit"": false, ""station_drifting"": false, ""drift_shift_f"": 0.0, ""ev_addon_reasons"": [""LOW_N""], ""depth_cap_applied"": true, ""depth_cap_value_usd"": 0.34, ""spend_pre_cap"": 5.25, ""meta_proof_bypass"": false}"
251,2026-04-07T00:11:04.802401+00:00,Will the highest temperature in Toronto be 2°C or below on April 8?,Toronto,BUY YES,368541037954790744920223202247141252133459711024751741946992252674467339499,0.05,24.0,1.2000000000000002,69.6,2784.0,5.5,72.1,2.5,,PAPER,45.0,1261.9,,,,,,"{""data_quality"": ""good"", ""edge_pp"": 69.6, ""spread_pct"": 45.0, ""depth_usd_side"": 4.75, ""price_cents"": 5.0, ""station_confidence"": 2.0, ""obs_age_minutes"": null, ""bias_correction_f"": 0.0, ""bias_confidence"": ""high"", ""sigma_floor_used"": 2.0, ""ev_addon_used"": 4.0, ""min_ev_base_pp"": 5.0, ""min_ev_final_pp"": 9.0, ""size_mult_used"": 0.7, ""station_rmse"": 0.81, ""station_n"": 100, ""penalty_cap_hit"": false, ""station_drifting"": false, ""drift_shift_f"": -0.93, ""ev_addon_reasons"": [""NOISY""], ""depth_cap_applied"": true, ""depth_cap_value_usd"": 1.19, ""spend_pre_cap"": 3.67, ""meta_proof_bypass"": true}"
252,2026-04-07T00:12:06.192951+00:00,Will the highest temperature in Toronto be 3°C on April 8?,Toronto,BUY YES,69409421471596866896256226365215836866847659970646552761505585712668506898997,0.09,12.0,1.08,16.5,253.8,17.6,23.0,6.5,,PAPER,14.0,164.9,,,,,,"{""data_quality"": ""good"", ""edge_pp"": 16.5, ""spread_pct"": 14.0, ""depth_usd_side"": 3.3, ""price_cents"": 9.0, ""station_confidence"": 2.0, ""obs_age_minutes"": null, ""bias_correction_f"": 0.0, ""bias_confidence"": ""high"", ""sigma_floor_used"": 2.0, ""ev_addon_used"": 4.0, ""min_ev_base_pp"": 5.0, ""min_ev_final_pp"": 9.0, ""size_mult_used"": 0.7, ""station_rmse"": 0.81, ""station_n"": 100, ""penalty_cap_hit"": false, ""station_drifting"": false, ""drift_shift_f"": -0.93, ""ev_addon_reasons"": [""NOISY""], ""depth_cap_applied"": true, ""depth_cap_value_usd"": 0.82, ""spend_pre_cap"": 3.67, ""meta_proof_bypass"": true}"
253,2026-04-07T04:16:26.997213+00:00,Will the highest temperature in Toronto be 4°C on April 8?,Toronto,BUY YES,70310109944629156502309094172140513817118251943365771102466356158960833909343,0.17,8.0,1.36,23.8,172.5,27.6,37.6,13.8,,PAPER,17.7,121.6,,,,,,"{""data_quality"": ""good"", ""edge_pp"": 23.8, ""spread_pct"": 17.7, ""depth_usd_side"": 4.96, ""price_cents"": 17.0, ""station_confidence"": 2.0, ""obs_age_minutes"": null, ""bias_correction_f"": 0.0, ""bias_confidence"": ""high"", ""sigma_floor_used"": 2.0, ""ev_addon_used"": 4.0, ""min_ev_base_pp"": 5.0, ""min_ev_final_pp"": 9.0, ""size_mult_used"": 0.7, ""station_rmse"": 1.34, ""station_n"": 100, ""penalty_cap_hit"": false, ""station_drifting"": false, ""drift_shift_f"": -0.93, ""ev_addon_reasons"": [""NOISY""], ""depth_cap_applied"": true, ""depth_cap_value_usd"": 1.24, ""spend_pre_cap"": 7.35, ""meta_proof_bypass"": true}"
254,2026-04-07T04:39:41.115264+00:00,Will the highest temperature in Moscow be 3°C on April 8?,Moscow,SNIPE_YES,67932357369900117701166274774545852912634888725147746717980992435557372181085,0.08800000000000001,15.0,1.32,18.8,2.82,0.0,27.6,8.8,,PAPER,,,,,,,,{}
255,2026-04-07T04:39:41.121573+00:00,Will the highest temperature in Moscow be 2°C on April 8?,Moscow,SNIPE_YES,86879583827591216312943161766284955844777117513233808554852948035459664652294,0.027999999999999997,12.8,0.3584,12.8,1.64,0.0,15.6,2.8,,PAPER,,,,,,,,{}
256,2026-04-07T05:10:28.496422+00:00,Will the highest temperature in Beijing be 20°C on April 8?,Beijing,SNIPE_YES,11145541958572202073168064651190165959982481368548426961193530282883653238629,0.115,15.0,1.725,21.5,3.23,0.0,33.0,11.5,,PAPER,,,,,,,,{}
257,2026-04-07T05:10:28.587401+00:00,Will the highest temperature in Beijing be 19°C on April 8?,Beijing,SNIPE_YES,68547951473763304109882389761203567487030040752343363060552513479230522078820,0.04,14.0,0.56,14.0,1.96,0.0,18.0,4.0,,PAPER,,,,,,,,{}
258,2026-04-07T09:00:49.632919+00:00,Will the highest temperature in Singapore be 24°C or below on April 8?,Singapore,GFS_DELTA_YES,26826177400423910703669231723046241386970468456722359373212882480106753155916,0.001,15.0,0.015,88.6,13.29,0.0,94.5,0.1,,PAPER,,,,,,,,{}
259,2026-04-07T09:00:49.723987+00:00,Will the highest temperature in Miami be between 70-71°F on April 8?,Miami,GFS_DELTA_YES,29821868450066602261479599628826376206516046542069025376802780761287373536426,0.002,15.0,0.03,88.6,13.29,0.0,74.8,0.2,,PAPER,,,,,,,,{}
260,2026-04-07T09:00:49.807753+00:00,Will the highest temperature in Miami be between 68-69°F on April 8?,Miami,GFS_DELTA_YES,2275601578776509042830853020139206385101894271623020612440122109774632673359,0.001,15.0,0.015,69.7,10.46,0.0,58.8,0.1,,PAPER,,,,,,,,{}
261,2026-04-07T09:00:49.892294+00:00,Will the highest temperature in Miami be 67°F or below on April 8?,Miami,GFS_DELTA_YES,100089327341476469022130571926700414720830611763034399120513312883968827925222,0.001,15.0,0.015,48.8,7.32,0.0,41.2,0.1,,PAPER,,,,,,,,{}
